"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","sqft_basement","yr_built","zipcode"
"17779",1210000,3,1.75,1900,13600,1,4,8,1900,0,1956,98004
"17780",9e+05,4,3.5,3370,5000,2,3,8,2470,900,2008,98126
"17781",675000,3,2.75,3370,5350,1.5,4,7,2310,1060,1910,98136
"17782",460000,2,1,880,3300,1,4,7,880,0,1909,98107
"17783",234000,2,1,940,5375,1,4,5,940,0,1952,98198
"17784",399000,3,1,1340,7191,1,3,7,1340,0,1974,98034
"17785",253500,3,1.5,1440,12040,1,4,7,1440,0,1959,98042
"17786",475000,3,1.5,1750,12632,1,4,7,1750,0,1952,98033
"17787",740000,5,3.5,3990,5000,2,3,8,2910,1080,2004,98118
"17788",799000,3,2.5,2860,4442,2,3,8,2860,0,2000,98199
"17789",390000,4,2.5,1940,3864,2,3,8,1940,0,2003,98058
"17790",421000,2,1.5,1400,11245,1,5,7,1400,0,1947,98155
"17791",296500,3,2.5,1770,6033,2,4,7,1770,0,1987,98042
"17792",895000,4,2,1710,4178,1.5,4,8,1710,0,1926,98112
"17793",386000,4,2.5,2810,11897,2,3,8,2810,0,2003,98092
"17794",424000,3,1,1580,13912,1,4,8,1580,0,1955,98155
"17795",749000,3,1,1580,5000,1.5,3,7,1580,0,1926,98117
"17796",523000,3,1,1440,8681,1.5,3,7,1440,0,1937,98115
"17797",389000,4,2.5,2420,9147,2,3,10,2420,0,1998,98003
"17798",270000,4,1.5,1930,15000,1,5,7,1930,0,1946,98198
"17799",275000,3,1,1190,27215,1,5,7,1190,0,1943,98059
"17800",287500,4,2.5,2240,6944,1,3,7,1310,930,1979,98001
"17801",345000,2,2.5,2550,216344,2.5,3,7,2550,0,1993,98092
"17802",427000,2,1,920,3780,1,3,6,920,0,1910,98103
"17803",508450,4,1.75,1520,9600,1,4,7,1000,520,1955,98006
"17804",705000,3,2,1460,6250,1.5,4,7,1460,0,1912,98103
"17805",550000,1,1.5,1900,40600,1.5,5,9,1450,450,1977,98027
"17806",380000,3,1.5,1430,11173,1,1,7,1430,0,1955,98006
"17807",539900,3,2.5,2500,4203,2,3,8,2500,0,2001,98065
"17808",330000,2,1,720,7250,1,3,5,720,0,1943,98027
"17809",455000,2,1,1140,5720,1,3,7,850,290,1947,98115
"17810",510000,4,4,3530,10935,2,3,10,3530,0,1992,98023
"17811",315000,3,2,1220,14645,1,3,6,1220,0,1970,98059
"17812",206000,3,1,1320,7000,1,4,7,1320,0,1967,98002
"17813",592500,4,3,2170,8240,1,4,8,1370,800,1968,98052
"17814",744000,3,2.5,2020,7512,2,4,8,2020,0,1981,98033
"17815",334500,3,2.5,1990,3694,2,3,8,1990,0,1989,98042
"17816",886000,4,2,2660,3900,1.5,4,7,1480,1180,1923,98112
"17817",6e+05,4,2.5,2360,13500,1,4,8,1780,580,1973,98052
"17818",850000,3,2,2740,101930,1,3,9,2740,0,1999,98045
"17819",550000,3,1.75,1360,5850,1,4,7,1000,360,1938,98116
"17820",184900,2,1,1230,5000,1,5,6,1230,0,1911,98022
"17821",245000,3,1.5,1260,7964,1,4,7,1260,0,1955,98148
"17822",370000,2,1,1040,4172,1,3,7,1040,0,1946,98112
"17823",480000,4,2.5,2700,9700,1,3,8,1670,1030,1978,98011
"17824",579000,3,1.75,1800,4429,2,4,7,1800,0,1906,98103
"17825",339275,3,1.5,1590,7260,1,3,7,1080,510,1964,98133
"17826",425000,3,2.75,1360,542322,1,4,7,1140,220,1955,98022
"17827",170000,3,1.75,1370,10780,1,3,7,1370,0,1959,98168
"17828",950000,4,2.5,3320,7644,2,3,10,3320,0,1995,98006
"17829",623000,4,2.5,2980,9235,1,4,8,1690,1290,1977,98006
"17830",477000,3,2.5,1350,2053,3,3,8,1350,0,2005,98117
"17831",330000,3,1,1160,9600,1,4,7,1160,0,1967,98077
"17832",6e+05,3,2.25,1480,5400,2,4,8,1480,0,1914,98122
"17833",570000,3,2,1640,2808,1,4,7,820,820,1924,98144
"17834",515000,4,2.5,2680,7178,2,3,8,2680,0,2004,98065
"17835",805000,4,2.25,2440,9889,1,3,7,1540,900,1952,98115
"17836",555000,4,2.5,2920,24074,2,3,9,2920,0,1997,98038
"17837",245000,3,2.25,1780,9598,2,4,7,1780,0,1985,98030
"17838",638150,4,2.5,2170,7275,1,3,8,1820,350,1978,98027
"17839",1650000,4,4.5,5550,16065,2,3,9,3880,1670,2003,98040
"17840",269950,4,2.5,2060,13500,1,3,7,1260,800,1968,98042
"17841",195000,3,1.5,1050,5525,1,5,6,1050,0,1969,98042
"17842",159100,2,1,790,7095,1,3,6,790,0,1944,98178
"17843",550000,3,1,1010,6120,1,3,6,1010,0,1942,98033
"17844",299000,2,1,1040,4600,1,4,6,1040,0,1950,98118
"17845",1380000,4,3.5,3130,4500,2,3,9,2060,1070,2014,98103
"17846",249500,2,1,900,4500,1,3,6,900,0,1951,98055
"17847",7e+05,4,1,1470,5450,1.5,3,7,1470,0,1918,98112
"17848",275000,4,1,1080,26114,1.5,5,5,1080,0,1900,98030
"17849",565000,3,2.25,2440,8378,1,3,7,1480,960,1962,98028
"17850",425000,4,1.75,2520,11017,1,4,7,1320,1200,1956,98133
"17851",620047,4,1.75,1760,6000,1,3,7,880,880,1946,98119
"17852",480000,3,2.25,1820,13362,1,3,8,1220,600,1977,98075
"17853",515000,3,2.25,1820,13362,1,3,8,1220,600,1977,98075
"17854",420000,4,2.5,3040,24123,2,3,8,3040,0,1999,98092
"17855",610000,5,3.25,3490,23400,1,4,8,1890,1600,1957,98006
"17856",849000,4,1.5,2440,8040,1,4,8,1440,1000,1950,98177
"17857",718000,3,1.75,2280,3446,2,3,8,2280,0,1949,98125
"17858",295000,3,2.25,1980,8000,1,4,9,1560,420,1974,98023
"17859",871000,5,1.75,2360,6150,1,5,7,1180,1180,1940,98107
"17860",430000,3,3.75,3890,7140,1,3,8,2390,1500,1943,98178
"17861",440000,4,2.5,2300,10880,1,4,7,1190,1110,1961,98028
"17862",405000,2,1,910,6490,1,3,7,910,0,1942,98115
"17863",340000,3,2,1140,11620,1,3,7,1140,0,1994,98045
"17864",675000,4,2.5,2390,5249,2,3,9,2390,0,2006,98074
"17865",480000,3,1,1150,4945,1,3,7,1150,0,1943,98126
"17866",362500,5,2,2330,8586,1,4,7,1270,1060,1961,98133
"17867",752888,3,2.5,2420,9000,2,4,9,2420,0,1987,98007
"17868",255000,4,1.75,960,8863,1,5,6,580,380,1949,98118
"17869",283700,1,1.75,1010,10900,1,4,6,1010,0,1968,98019
"17870",335000,4,2.5,2370,6000,2,3,8,2370,0,2001,98030
"17871",285000,3,1.75,2880,18296,1,3,8,1580,1300,1958,98168
"17872",278000,4,2.25,2400,7738,1.5,3,8,2400,0,1964,98148
"17873",731000,5,2.5,3670,8960,1.5,3,8,3670,0,1973,98052
"17874",335000,3,1.5,1140,15890,1,3,7,840,300,1985,98045
"17875",334200,3,1.75,1410,45302,1,3,7,1410,0,1980,98019
"17876",642000,6,1,1530,4305,1.5,4,7,1530,0,1921,98115
"17877",540000,4,1.75,1720,4240,1.5,4,7,1460,260,1925,98144
"17878",299000,3,2.5,1620,79993,1,4,6,1620,0,1960,98022
"17879",560000,3,1.75,1570,4375,1,3,7,970,600,1940,98116
"17880",852000,5,2.75,1990,3750,1.5,4,7,1990,0,1913,98107
"17881",306000,2,1,930,5650,1,3,7,930,0,1941,98126
"17882",440000,3,1.75,1550,7820,1,4,7,1210,340,1981,98034
"17883",517000,4,1,1650,8250,1,3,7,1650,0,1966,98008
"17884",379000,2,1,800,6380,1,3,7,800,0,1940,98115
"17885",360000,2,1,930,6098,1,4,6,930,0,1919,98027
"17886",645000,4,1.5,2550,4000,1.5,4,7,1760,790,1926,98115
"17887",217000,2,1,720,4760,1,5,5,720,0,1942,98056
"17888",255000,2,1,620,4760,1,3,6,620,0,1941,98126
"17889",625000,3,2.5,2360,12164,2,3,10,2360,0,1987,98029
"17890",680000,3,1.75,1760,8400,1,4,8,1460,300,1960,98136
"17891",440000,3,1.75,2100,29735,1,4,7,1080,1020,1957,98155
"17892",615000,5,2.25,2480,12070,2,3,9,2480,0,1978,98074
"17893",239000,3,1,1040,6860,2,3,6,1040,0,1942,98146
"17894",462500,3,2.5,1656,108900,1,4,7,1656,0,1985,98070
"17895",619400,4,2,2090,3610,1.5,5,7,1790,300,1927,98115
"17896",975000,6,2.75,2520,54160,2,3,7,2520,0,1954,98146
"17897",330000,2,1,700,4000,1,3,6,700,0,1943,98136
"17898",985000,4,3.25,4030,36762,2,3,11,4030,0,1988,98077
"17899",430000,2,1,760,7114,1,3,6,760,0,1946,98103
"17900",2460000,4,5.25,6500,14986,2,3,11,5180,1320,2001,98039
"17901",778000,3,2,1840,6000,2,5,7,1720,120,1946,98033
"17902",219000,3,2,1090,7350,1,4,7,1090,0,1990,98042
"17903",1600000,4,2.5,2980,13341,1.5,5,8,1800,1180,1928,98034
"17904",715000,4,2.25,1900,8272,1,4,9,1460,440,1966,98040
"17905",950000,4,2.5,2790,15653,2,4,10,2790,0,1964,98040
"17906",425000,2,1,1280,5026,1,4,8,1020,260,1951,98115
"17907",239000,3,1,1510,15022,1,3,7,1510,0,1962,98003
"17908",310000,1,1,920,8282,1.5,3,6,920,0,1944,98011
"17909",4e+05,2,1,700,8120,1,3,7,700,0,1927,98115
"17910",428000,2,1.75,1980,44550,2,5,7,1280,700,1977,98070
"17911",6e+05,3,1,1440,4300,1.5,3,8,1440,0,1929,98117
"17912",415000,4,4,2740,8250,2,4,9,2740,0,1990,98042
"17913",401000,2,1,1400,8220,1,3,7,1400,0,1949,98133
"17914",292000,3,1.75,2270,7156,1,3,7,1370,900,1948,98168
"17915",291750,3,2.25,1310,12825,1,3,7,1310,0,1950,98166
"17916",227000,3,1.75,1680,7455,1,4,8,1680,0,1968,98023
"17917",675000,3,2.25,2260,13209,1,3,9,2260,0,1977,98005
"17918",397500,3,2.25,1350,980,2,3,8,1050,300,2007,98144
"17919",206000,2,1.5,1820,8867,2,3,7,1820,0,1921,98168
"17920",1190000,3,3.5,3380,3333,3,3,10,2800,580,2008,98122
"17921",360000,4,1.75,2140,49658,1,5,7,2140,0,1959,98010
"17922",427500,4,2.5,2430,3249,2,3,8,2430,0,2010,98059
"17923",115000,2,1,940,6000,1,3,6,940,0,1943,98146
"17924",559000,3,1.5,2070,5386,1,4,7,1140,930,1948,98117
"17925",420000,4,1,1510,1501,1.5,3,7,1510,0,1906,98103
"17926",550000,4,1.75,2550,39460,1,3,8,1890,660,1982,98072
"17927",282150,2,1,700,5940,1,3,7,700,0,1948,98133
"17928",260000,3,1,1150,3090,1,3,6,1150,0,1910,98118
"17929",428000,3,2.5,2340,3466,2,3,7,2340,0,2004,98065
"17930",319950,3,3.25,1510,1245,3,3,7,1510,0,2007,98133
"17931",1350000,3,2,2070,9600,1,3,7,1590,480,1946,98039
"17932",552000,2,1,1150,5000,1,4,7,1050,100,1924,98115
"17933",637000,4,2.75,2190,2867,1.5,5,7,1470,720,1929,98115
"17934",213000,4,1.75,1980,9000,1,2,7,1480,500,1978,98023
"17935",215000,3,1,960,7200,1,4,6,960,0,1958,98166
"17936",590000,3,1.75,2180,6120,1,3,8,1380,800,1949,98199
"17937",390000,4,2.5,2560,43560,2,3,8,2560,0,1989,98038
"17938",287000,4,2.25,2270,11997,1,4,7,1540,730,1959,98198
"17939",580000,5,2.75,3550,9600,2,3,7,3550,0,1960,98033
"17940",424000,3,2,1330,5632,1,3,8,1330,0,1988,98029
"17941",610000,4,2.5,2110,6360,2,3,8,2110,0,1988,98029
"17942",1320000,4,3.25,3470,11843,1,3,11,2270,1200,1989,98006
"17943",623500,4,3,1550,3350,1,3,7,860,690,1918,98107
"17944",260000,2,1,570,81893,1,3,6,570,0,1936,98070
"17945",906000,3,2.5,2030,1800,3,3,9,2030,0,2013,98112
"17946",330000,3,2,1500,11233,1,3,7,1500,0,1987,98019
"17947",275000,2,1,920,7688,1,3,6,920,0,1955,98106
"17948",290000,3,1,1470,8200,1,3,7,1040,430,1953,98155
"17949",599950,2,1,1150,3775,1,3,7,1150,0,1917,98103
"17950",550000,4,3,4180,35169,2,3,11,4180,0,1986,98038
"17951",289000,3,1.75,1690,3449,1,3,7,1690,0,1987,98055
"17952",411000,4,2.75,2150,9915,1,5,8,1240,910,1976,98056
"17953",826000,3,3.25,2330,4000,1,3,10,1730,600,1964,98144
"17954",4e+05,4,2,2680,13680,2,4,7,2350,330,1943,98056
"17955",342000,3,2.5,1740,2226,2,3,8,1320,420,2008,98106
"17956",475000,2,1.75,1320,3420,1,3,7,1080,240,1955,98199
"17957",1210000,4,3.5,3150,5500,2,3,9,3150,0,2014,98105
"17958",455000,4,3,2480,9238,1,5,7,2050,430,1913,98166
"17959",850000,4,3,3330,4000,1,3,8,1790,1540,1958,98103
"17960",185000,3,1,1010,6400,1,3,7,1010,0,1971,98023
"17961",850000,6,3.25,4920,20590,1,4,9,2730,2190,1960,98118
"17962",239900,4,1.75,1570,18730,1,3,7,1200,370,1960,98198
"17963",765000,5,3.75,3580,14275,2,3,10,3190,390,1999,98027
"17964",437000,3,1.75,2220,17568,1,4,8,2220,0,1967,98072
"17965",240000,3,1.5,1010,10350,1,3,7,1010,0,1969,98032
"17966",395000,2,1,1440,7808,1,4,7,860,580,1949,98133
"17967",320000,3,1,1230,7492,1,3,7,1230,0,1955,98155
"17968",525000,3,1.75,1710,7350,1,3,8,1280,430,1981,98033
"17969",260000,3,3,2390,8993,2,3,8,1680,710,1988,98003
"17970",450000,3,2.75,2840,39324,1,3,9,2200,640,1988,98092
"17971",560000,4,2.5,2300,7989,2,3,9,2300,0,1990,98074
"17972",310000,5,3,2270,5001,1,3,7,1360,910,1989,98108
"17973",440000,3,2.5,2290,6302,2,3,9,2290,0,1997,98058
"17974",458450,4,1,1330,9715,1,4,7,970,360,1957,98008
"17975",2e+05,3,1,1200,10703,1.5,2,7,1200,0,1918,98118
"17976",430000,3,2.25,2160,6527,2,4,7,1580,580,1987,98034
"17977",360000,3,1,1120,10500,1,4,7,1120,0,1966,98034
"17978",311000,4,2.5,2090,11645,1,3,7,1200,890,1962,98168
"17979",615000,3,3.25,1470,1152,3,3,8,1470,0,2003,98103
"17980",575000,3,1.75,2270,10136,2,3,8,2270,0,1979,98027
"17981",2030000,4,3.75,4100,22798,1.5,5,11,2540,1560,1934,98040
"17982",430000,3,1.75,1440,4025,1,4,6,720,720,1917,98126
"17983",4e+05,3,1.5,1200,4800,1,4,7,1200,0,1962,98007
"17984",340000,3,1.75,1720,10710,1,3,7,860,860,1957,98146
"17985",351000,1,0.75,930,6600,1,3,6,930,0,1924,98125
"17986",440000,4,2.5,2400,8038,2,3,8,2400,0,2002,98059
"17987",298000,4,2.5,1960,11798,2,3,8,1960,0,1999,98092
"17988",3e+05,4,1.75,1890,9205,1,3,8,1260,630,1964,98133
"17989",310000,3,2.25,1590,3056,2,3,7,1590,0,2001,98108
"17990",5e+05,4,2.5,2590,9354,2,4,9,2590,0,1993,98011
"17991",399900,3,1,860,1664,1.5,3,7,860,0,1927,98117
"17992",343000,3,2.5,1270,2509,2,3,8,1270,0,2004,98106
"17993",415000,2,2.25,1130,2191,2,3,8,1130,0,2010,98052
"17994",410000,3,2.5,1860,15457,2,3,8,1860,0,1997,98019
"17995",320000,2,1,1802,11225,1,3,7,1802,0,1961,98125
"17996",1990000,5,3,4480,5000,2.5,5,12,3420,1060,1902,98112
"17997",253000,2,1,1310,7128,1,4,7,940,370,1980,98031
"17998",630000,3,2.5,2320,32772,2,3,9,2320,0,1992,98053
"17999",216000,2,1,1130,12500,1,4,7,1130,0,1953,98055
"18000",540000,3,2.5,2180,11100,1,3,8,1230,950,1983,98052
"18001",212000,3,1.5,1830,12233,1.5,4,5,1830,0,1930,98022
"18002",3e+05,3,2.75,2340,12282,1,3,8,1470,870,1978,98155
"18003",969950,3,2.5,2830,3750,3,3,10,2830,0,2014,98117
"18004",715000,3,1,1610,7680,1,3,6,900,710,1956,98122
"18005",1320000,5,2.75,2410,19447,2,3,10,2290,120,1968,98040
"18006",1440000,4,2.75,2660,9547,1,3,8,1930,730,1968,98004
"18007",305000,3,1,1030,5350,1,3,7,1030,0,1924,98055
"18008",458000,3,4,1390,1569,2,3,9,1150,240,2006,98105
"18009",275000,3,1.75,1580,8775,1,3,6,1220,360,1942,98146
"18010",550000,3,2.75,2330,4780,2,3,8,1730,600,1930,98198
"18011",742000,3,3.25,1540,704,3,3,9,1540,0,2011,98122
"18012",7e+05,3,1,1570,4000,2,5,8,1570,0,1908,98103
"18013",640000,4,3,2940,5763,1,5,8,1640,1300,1955,98108
"18014",352000,3,0.75,1240,7200,1,3,7,1240,0,1947,98133
"18015",301500,3,1,1410,7419,1,3,7,1050,360,1969,98056
"18016",630000,4,2.5,2190,9880,1,4,8,1410,780,1979,98033
"18017",340000,3,2.5,3040,6255,2,3,7,3040,0,1999,98030
"18018",477500,4,1.75,1860,9364,1,3,7,1080,780,1953,98125
"18019",285000,3,2.5,1690,7460,1,3,7,870,820,1997,98146
"18020",255000,3,2.75,1900,16117,1,4,7,1900,0,1958,98001
"18021",315000,3,2.5,1600,7982,2,3,8,1600,0,1993,98001
"18022",830000,6,3,2530,9000,1,3,6,2530,0,1978,98033
"18023",539950,3,2.25,1860,1558,3,3,8,1860,0,2014,98103
"18024",980000,3,2.25,2390,4590,2,3,8,2090,300,1941,98105
"18025",735000,4,2.5,3100,8529,2,3,9,3100,0,1990,98074
"18026",536000,5,2.25,2650,9140,1,3,8,1350,1300,1965,98177
"18027",575000,3,2,1520,5000,1.5,3,7,1140,380,1945,98107
"18028",5e+05,2,1,1510,4000,1,3,6,930,580,1924,98117
"18029",285500,4,1.75,1960,7950,1,4,8,1960,0,1967,98023
"18030",498000,4,2.75,2270,7375,1,4,7,1290,980,1973,98034
"18031",412000,2,1,910,6282,1,4,7,910,0,1939,98103
"18032",607000,4,2.5,2100,8220,1,4,8,1300,800,1975,98052
"18033",199000,3,1,1000,8512,1,3,6,1000,0,1991,98022
"18034",492500,4,2.75,2760,18306,1,3,7,1630,1130,1978,98034
"18035",585000,4,2.5,2840,11044,2,3,8,2840,0,2001,98034
"18036",326995,3,2.5,1860,5321,2,3,7,1860,0,2000,98038
"18037",372500,4,2.25,1920,9660,1,4,8,1920,0,1968,98058
"18038",528000,2,0.75,840,40642,1,4,6,840,0,1937,98070
"18039",4e+05,3,1.5,2390,32109,1,3,7,2390,0,1975,98092
"18040",344000,4,2.5,2100,8501,2,5,7,2100,0,1993,98022
"18041",409950,4,3,2430,7163,2,3,8,2430,0,2003,98038
"18042",625000,3,2,1880,4000,1,3,8,1280,600,1950,98199
"18043",304950,3,1.75,1350,9000,1,3,7,1350,0,1987,98045
"18044",381500,2,2,2160,35183,1,3,9,2160,0,1985,98092
"18045",215000,3,1.75,1430,13399,1,4,7,900,530,1946,98168
"18046",345000,5,1.75,2840,12870,2,4,7,2840,0,1925,98178
"18047",363000,3,0.75,2510,20000,2,4,7,2510,0,1961,98001
"18048",240000,3,1,1690,20063,1.5,4,7,1690,0,1913,98001
"18049",548050,2,2,1930,5479,1,3,8,1930,0,2005,98053
"18050",314000,2,1,720,4920,1,3,6,720,0,1941,98126
"18051",8e+05,4,2.5,2990,16809,2,3,11,2990,0,1990,98077
"18052",4e+05,5,1.75,2300,6720,2,3,7,2300,0,1905,98108
"18053",247000,1,1,460,4120,1,3,4,460,0,1937,98055
"18054",540000,2,1.75,1240,4120,1,4,7,890,350,1906,98105
"18055",410000,4,2.5,1900,15123,2,3,8,1900,0,1995,98045
"18056",525000,3,1.75,2120,9146,1,3,8,1260,860,1981,98074
"18057",820000,4,2.5,2440,5737,2,4,8,1700,740,1929,98119
"18058",1250000,4,2.25,3300,15375,1.5,3,8,2820,480,1933,98040
"18059",244000,2,1,1180,10200,1,4,7,1180,0,1955,98148
"18060",275000,1,1,520,4800,1,3,5,520,0,1930,98106
"18061",577000,2,1.75,2070,23160,1,3,7,1260,810,1946,98199
"18062",446950,5,2.5,2250,7945,1,4,7,1360,890,1977,98034
"18063",457000,3,2.5,2050,5694,2,3,8,2050,0,2004,98065
"18064",320000,4,1.5,1310,137214,1.5,4,7,1310,0,1926,98198
"18065",210000,3,1.5,1250,9484,1,4,7,1250,0,1969,98042
"18066",220000,4,2.5,2130,9100,1,3,8,1290,840,1978,98030
"18067",589000,3,2,2250,8800,1,4,7,1250,1000,1925,98116
"18068",435000,4,2,1880,3840,1,3,7,970,910,1904,98144
"18069",375000,3,1,1520,10798,1,3,7,1520,0,1953,98028
"18070",1740000,4,3.5,4010,9654,2,3,10,4010,0,2007,98004
"18071",545000,2,1.75,1660,5581,1,3,8,1660,0,2005,98053
"18072",970000,3,2.25,3400,10000,2,3,10,3400,0,1983,98115
"18073",705000,2,1.75,2320,6755,1,5,8,1380,940,1946,98199
"18074",915557,5,3.25,3740,11536,2,4,9,2540,1200,1984,98006
"18075",259000,4,1.5,1810,9000,1.5,3,7,1810,0,1960,98168
"18076",1700000,2,2.25,3170,3000,2,5,10,1990,1180,1900,98109
"18077",427000,3,1.75,1680,8610,1,4,7,1290,390,1969,98034
"18078",390000,2,1,930,3100,1,3,6,930,0,1911,98144
"18079",363000,3,2.5,2390,8000,2,3,8,2390,0,1995,98042
"18080",612000,4,2.5,2680,3626,1.5,4,7,1680,1000,1928,98107
"18081",380000,4,1.75,1790,10186,1,4,8,1790,0,1965,98177
"18082",230000,4,3,1680,6003,1,3,7,1150,530,1997,98002
"18083",580000,3,1.75,1570,2600,1.5,4,8,1570,0,1931,98117
"18084",770000,3,1,2230,3200,2,3,8,1630,600,1918,98109
"18085",207200,4,2,1260,8400,1,3,6,1260,0,1991,98022
"18086",525000,3,2,1790,11430,1,3,7,1190,600,1985,98074
"18087",925000,3,2.5,2440,7419,1,3,7,1520,920,1961,98103
"18088",883000,4,2.25,2410,4000,2,5,8,1650,760,1910,98115
"18089",455000,4,2.5,1780,2992,2,3,7,1780,0,2003,98072
"18090",343500,3,2.5,1900,5194,2,3,7,1900,0,2004,98058
"18091",244000,2,1,960,8450,1,5,6,960,0,1950,98155
"18092",397000,3,1.75,1640,11730,1,5,7,1640,0,1967,98034
"18093",180500,2,1,850,5000,1,3,6,850,0,1976,98198
"18094",310000,3,2.75,2150,6576,1,4,7,1900,250,1926,98155
"18095",315000,4,2.5,2780,3969,2,3,7,2780,0,2005,98042
"18096",718000,3,1,1030,4958,1,5,7,1030,0,1952,98105
"18097",279950,3,1.75,1930,7267,1,4,7,1330,600,1977,98002
"18098",689000,3,2.5,2080,9612,1,4,8,1700,380,1940,98125
"18099",828000,4,2.5,3520,9901,2,3,10,3520,0,1998,98074
"18100",150000,2,1,890,8100,1,3,6,890,0,1942,98146
"18101",505400,3,1.75,1640,3400,1,4,7,930,710,1926,98105
"18102",1680000,5,3.25,4860,23723,2,4,11,3820,1040,1989,98040
"18103",217450,3,1,1040,5000,1,3,7,1040,0,1959,98146
"18104",677000,4,2.5,2820,4174,2,3,9,2820,0,2004,98034
"18105",361000,2,2.5,1320,48787,1,3,8,1320,0,2004,98027
"18106",620000,3,2.5,2590,7237,2,3,8,2590,0,2004,98125
"18107",176000,3,2.25,1540,5449,1,2,7,1180,360,1989,98023
"18108",330000,3,1,960,7218,1,4,7,960,0,1969,98034
"18109",290000,3,2.5,1190,8175,1,3,7,1190,0,1986,98055
"18110",711000,4,2.5,2770,9532,2,4,9,2770,0,1988,98029
"18111",295000,3,1.75,1060,8100,2,4,7,1060,0,1983,98038
"18112",1100000,5,3.25,4010,12110,2,3,11,4010,0,2003,98059
"18113",257500,3,2,1140,7078,1,4,7,1140,0,1991,98031
"18114",240000,4,1,1910,16320,1.5,3,6,1910,0,1934,98106
"18115",645000,4,2.5,2340,8955,2,3,9,2340,0,1990,98074
"18116",499000,2,1.75,1170,2400,1,4,7,740,430,1903,98103
"18117",321000,3,1,1290,9526,1.5,3,7,1290,0,1961,98034
"18118",449000,3,2.5,1810,1658,3,3,8,1810,0,1998,98117
"18119",515000,3,2.5,1820,5280,1,4,7,910,910,1949,98117
"18120",456000,4,1.5,2220,12385,1,3,8,1270,950,1978,98033
"18121",865000,3,3.75,3830,219106,2,3,9,3830,0,1977,98027
"18122",515500,4,2.5,2920,7700,2,3,9,2920,0,2003,98019
"18123",576925,4,2.5,2630,6100,2,3,8,2630,0,2004,98072
"18124",243000,3,1.75,1320,10416,1,3,7,1320,0,1996,98031
"18125",253400,3,2,1400,8640,1,5,7,1400,0,1968,98003
"18126",292000,3,2.5,1600,3580,2,3,7,1600,0,2000,98178
"18127",271500,3,2.5,1490,8005,1,3,7,1090,400,1976,98058
"18128",765000,2,2.5,2170,6750,1,3,8,2170,0,2012,98053
"18129",375000,3,3.25,1280,1730,2,3,8,1090,190,2005,98177
"18130",382880,3,2,1620,9566,1,4,7,1620,0,1968,98059
"18131",852500,3,2.5,2630,10100,1,4,9,1580,1050,1967,98006
"18132",475000,3,1.5,1240,8738,1,3,7,1240,0,1959,98005
"18133",462000,3,1.75,1300,2580,1,5,7,820,480,1919,98115
"18134",762400,3,1.75,2430,14607,1,3,8,1230,1200,1949,98040
"18135",330000,4,1.5,1890,7540,1,4,7,1890,0,1967,98155
"18136",473000,3,2.25,1890,12236,1,3,8,1890,0,1978,98074
"18137",550000,3,1.5,2440,7200,1,3,7,2440,0,1949,98118
"18138",449500,3,2.25,1780,7280,1,3,7,1340,440,1972,98034
"18139",744000,4,2.75,2830,13059,2,3,10,2830,0,1998,98075
"18140",7e+05,4,2,2490,4700,1,4,7,1690,800,1952,98136
"18141",511100,4,2.5,1560,12220,1.5,4,7,1560,0,1965,98027
"18142",317950,3,2.5,1980,4500,2,3,7,1980,0,2012,98042
"18143",542950,3,2.5,2070,39768,2,3,8,2070,0,1988,98077
"18144",490000,3,1.75,1490,11360,1,3,8,1490,0,1975,98008
"18145",760000,4,3.5,3090,4060,2,3,8,2420,670,1992,98144
"18146",475000,3,2.25,1580,8659,1,4,7,1220,360,1961,98011
"18147",1700000,5,4.5,5190,23716,2,3,11,3390,1800,1987,98040
"18148",435000,3,2.75,2692,6197,2,3,9,2692,0,2007,98030
"18149",399000,3,2.5,1740,3690,2,3,8,1740,0,2000,98065
"18150",627000,3,2,1940,3800,1,4,7,1050,890,1927,98115
"18151",346500,4,2.5,2150,5100,1.5,3,7,1290,860,1991,98106
"18152",412000,3,1.5,1320,8000,1,3,7,1320,0,1957,98008
"18153",845000,4,2.5,3360,40471,2,4,10,3360,0,1994,98077
"18154",373000,3,1.75,1850,9655,1,3,7,1100,750,1959,98155
"18155",725000,4,2.25,2880,8882,2,4,8,2480,400,1965,98115
"18156",376000,6,2.5,2420,11662,1,4,7,1420,1000,1965,98188
"18157",552500,3,1,2020,4120,1.5,4,7,1520,500,1929,98118
"18158",365000,5,2,2280,19000,1.5,3,6,2280,0,1924,98166
"18159",7e+05,4,2.5,3010,46173,2,3,9,3010,0,1996,98053
"18160",315000,4,2.25,2550,9736,1,4,8,2550,0,1967,98002
"18161",262500,4,2,1540,5110,1,3,7,1540,0,1957,98118
"18162",660000,3,2.25,2280,6150,2,3,8,2280,0,1984,98136
"18163",340000,4,2.5,2450,6941,2,3,7,2450,0,2006,98042
"18164",660500,5,2.5,2950,5500,1.5,5,7,1720,1230,1918,98144
"18165",280000,1,1,690,1950,1,3,6,690,0,1928,98117
"18166",267000,1,1,800,2480,1,4,6,800,0,1919,98108
"18167",230000,2,1,1470,25661,1.5,3,4,1470,0,1932,98059
"18168",417000,3,2.25,1840,11403,2,3,8,1840,0,1993,98045
"18169",252000,3,1,1170,9730,1,3,7,1170,0,1968,98055
"18170",791000,5,1.75,2344,4800,1.5,4,7,1544,800,1921,98103
